s.no,msg,old_tags
675,Unable to get environment variable while running test cases in Travis CI,"['python', 'pytest', 'travis ci', 'travis-ci']"
676,getting null from getResourceAsStream when using Travis-CI and Gradle,"['travis-ci', 'travis ci', 'java', 'gradle']"
677,Travis CI SonarCloud error &quot;Project was never analyzed. A regular analysis is required before a branch analysis&quot;,"['sonarqube', 'travis-ci', 'code-coverage', 'maven', 'travis ci', 'sonarcloud']"
678,Cucumber tests fail but travis build still passes,"['node.js', 'cucumber', 'travis-ci', 'bash', 'travis ci']"
679,How do I skip cloning and checking out from my repo in Travis CI?,"['travis ci', 'travis-ci']"
680,Travis CI not sending Jacoco reports to SonarCloud,"['jacoco', 'travis-ci', 'code-coverage', 'github', 'travis ci', 'sonarcloud']"
681,should I be using pipenv in my travis-ci tests? best practices?,"['pip', 'pipenv', 'virtualenv', 'travis-ci', 'travis ci']"
682,Problems with automated deployment with Travis-CI,"['travis ci', 'amazon-web-services', 'amazon-elastic-beanstalk', 'travis-ci']"
683,How to escape a single space in a travis ci encrypted environment variable?,"['travis ci', 'travis-ci']"
684,GUI testing across multiple Linux distros using Docker?,"['travis-ci', 'travis ci', 'ubuntu', 'docker']"
685,How to restrict build failure emails to only a CRON JOB in travis CI?,"['build', 'cron', 'travis-ci', 'github', 'email', 'travis ci']"
686,Travis build config is not applying to matrix to jobs correctly,"['python', 'travis ci', 'travis-ci', 'continuous-integration']"
687,How to use dotnet tool during Travis-CI build?,"['dotnet-tool', 'travis ci', '.net-core', 'travis-ci']"
688,How to cross-compile a Go project from Linux to Windows on Travis-CI,"['travis ci', 'travis-ci', 'go', 'cross-compiling']"
689,Coveralls in travis-ci outputs no report file available and repo token as null,"['travis ci', 'travis-ci', 'github', 'coveralls']"
690,Pyqgis: Writing automated unit tests,"['python', 'qgis', 'travis ci', 'python-3.x']"
691,How to build a program inside Debian docker image on Travis-CI,"['travis-ci', 'travis ci', 'docker']"
692,Travis CI + Codecov on a Rust project sees comments as actual code,"['rust', 'travis ci', 'codecov']"
693,Loading Travis-CI cache takes as long as fresh install of all dependencies (using yarn),"['continuous-delivery', 'node.js', 'travis-ci', 'yarnpkg', 'travis ci']"
694,Local testing of Perl repository using Travis CI (with docker),"['travis-ci', 'docker', 'travis-ci-cli', 'perl', 'travis ci']"
695,"Native add-on compilation error in NODE_MODULE function on 12.0.0, works on 11.15.0","['node.js', 'travis ci', 'node.js-addon']"
696,Maven deploy creates two different sonatype repositories,"['sonatype', 'travis-ci', 'maven', 'travis ci', 'maven-deploy-plugin']"
697,How to install Python on Gitlab-CI,"['python', 'gitlab-ci', 'travis ci', 'gitlab']"
698,How to set github token on Travis CI in a secure way?,"['travis ci', 'travis-ci']"
699,How to call Docker and Push Images to GCR from Go in Google Cloud Builder,"['google-cloud-platform', 'gcloud', 'google-cloud-build', 'travis ci', 'google-container-registry']"
700,"I want to install pyqt5(Python 3.4) on Travis-ci, but it doesn&#39;t work","['travis-ci', 'travis ci', 'python-3.4', 'pyqt5']"
701,How to test my C program with Python (PyTest) in Travis?,"['python', 'travis ci', 'c99', 'travis-ci']"
702,Automated git deployment to remote RPis,"['automated-deploy', 'continuous-deployment', 'raspberry-pi', 'raspberry-pi3', 'auto', 'travis ci']"
703,Deploy from Travis to Codecov with cake,"['travis ci', 'codecov', 'travis-ci', 'cakebuild']"
704,Travis CI: Build failure on timeout. License not accepted?,"['travis-ci', 'travis ci', 'android']"
705,Travis CI: Build error because of Android emulator config,"['travis-ci', 'travis ci', 'android']"
706,Travis CI Android build failed to detect file in Product Flavour directory,"['travis-ci', 'travis ci', 'android']"
707,"Travis CI, Xcode - exit command is not passed further when using xcpretty","['xcodebuild', 'ios', 'travis-ci', 'continuous-integration', 'xcode', 'travis ci']"
708,Is there any way to download all travis-ci Repositories,"['gitlab', 'travis-ci', 'github', 'travis ci', 'git-clone']"
709,Node in Docker: npm test and exit,"['node.js', 'testing', 'docker', 'npm', 'travis ci']"
710,The travis&#39; matrix.include not working on multiple os,"['travis ci', 'travis-ci']"
711,Adding traps to test script running in Travis CI,"['trap', 'travis ci', 'travis-ci', 'bash']"
712,How to setup Postgres schema for a Travis-CI Integration test,"['postgresql', 'travis ci', 'travis-ci']"
713,Exposing github personal access token in travis build,"['token', 'security', 'travis-ci', 'continuous-integration', 'github', 'travis ci']"
714,Travis CI not triggering upon GitHub organization repository change,"['travis ci', 'travis-ci', 'github']"
715,local machine vs travis.ci returning different results for `Date.toISOString()`,"['datetime', 'travis-ci', 'date', 'timezone', 'javascript', 'travis ci']"
716,Semantic versioning in rails: is 6.1.0.alpha considered greater than 5.2,"['travis ci', 'semantic-versioning', 'ruby-on-rails']"
717,Merge pull request automatically after success from travis,"['travis-ci', 'git', 'bash', 'github', 'travis ci']"
718,webpackError: process is not defined error during Gatsby js building on travis CI,"['gatsby', 'travis ci', 'travis-ci', 'graphql']"
719,Travis CI couldn&#39;t install openjdk11,"['maven', 'travis ci', 'travis-ci', 'openjdk-11']"
720,How do I build Python 3.8 on Travis CI?,"['travis ci', 'travis-ci', 'python-3.x']"
721,Why is Coverity Scan stopping abruptly in my Travis CI build with no error message,"['travis ci', 'travis-ci', 'coverity']"
722,Problem with creating github release via travis-ci with body content,"['github-release', 'continuous-deployment', 'travis-ci', 'github', 'travis ci']"
723,Travis CI is showing Jekyll-generated website was built with 0 problems but changes not showing on website,"['jekyll', 'travis ci', 'github-pages', 'travis-ci']"
724,How to parse XML in Python and store info in a dictionary,"['python', 'parsing', 'travis ci', 'xml']"
725,Permission denied during pytest --cov execution on docker in travis-ci,"['python', 'travis-ci', 'docker', 'coveralls', 'travis ci']"
726,Integrating Coveralls with Travis CI and .Net Core project on GitHub,"['travis-ci', 'coveralls', 'c#', '.net-core-2.2', 'travis ci', '.net-core']"
727,Avoiding Python Unicode encoding errors on Travis CI,"['unicode', 'travis ci', 'travis-ci', 'python-3.x']"
728,Add permission for scripts only to run in Travis CI and not locally,"['permissions', 'travis-ci', 'continuous-deployment', 'npm', 'travis ci', 'javascript']"
729,Add travis CI to Symfony 4 project,"['symfony4', 'symfony', 'travis-ci', 'php', 'travis ci']"
730,Is there a way in c# to catch multiple exceptions at once like in Java?,"['exception', 'java', 'c#']"
731,Travis CI build failing by timeuout (10mins),"['node.js', 'travis ci', 'travis-ci']"
732,How can I authenticate using a github token in Travis-CI APIv3?,"['travis-ci-api', 'travis ci', 'travis-ci']"
733,How to ignore npm run errors and keep going on Travis-CI?,"['travis ci', 'config', 'travis-ci', 'npm']"
734,Travis: E: Unable to locate package dotnet-sdk-2.0.0,"['travis ci', '.net-core', 'travis-ci']"
735,django parallel test return multiprocessing.pool error,"['python', 'django', 'travis ci', 'python-2.7']"
736,Is there a variable in Azure DevOps to check if build is from gated check in?,"['azure-devops-rest-api', 'azure-pipelines', 'azure-devops', 'continuous integration']"
737,Do Travis CI tests in the same stage happen in the same instance?,"['travis ci', 'travis-ci']"
738,Travis CI can&#39;t find header files in R package subdirectory,"['r', 'travis ci', 'travis-ci', 'r-package']"
739,Why is my Date cloning 1 hour off in my Travis CI tests,"['travis ci', 'javascript', 'typescript', 'datetime']"
740,Best way to upload Github&#39;s master branch to SFTP,"['continuous-delivery', 'travis-ci', 'git', 'sftp', 'github', 'travis ci']"
741,"Error: sending Coverage, Error: Token is required","['travis ci', 'code-coverage']"
742,How to fix Total compatibility with doxygen and github-page,"['doxygen', 'travis ci', 'github-pages', 'travis-ci']"
743,R-hub package checks stall at &#39;Preparing build&#39;,"['r', 'travis ci', 'devtools', 'package']"
744,Travis CI - different pipelines in the same repo,"['travis ci', 'travis-ci', 'continuous-integration']"
745,can gh-pages branch be causing a big repo?,"['travis-ci', 'git', 'continuous-integration', 'github-pages', 'travis ci']"
746,travis: sh: 0: Can&#39;t open /etc/init.d/xvfb,"['ubuntu-16.04', 'node.js', 'travis-ci', 'continuous-integration', 'travis ci']"
747,How to get test coverage using django-nose and coverage,"['python-3.x', 'django-rest-framework', 'travis-ci', 'django', 'travis ci']"
748,How to publish VSCode extension test results?,"['visual-studio-code', 'azure-devops', 'vscode-extensions', 'continuous integration', 'azure-pipelines']"
749,Travis CI showing build error for my expressjs app despite showing all tests passed,"['node.js', 'travis ci', 'express']"
750,Why tox faces Pytest Version Conflict?,"['python', 'tox', 'travis-ci', 'pytest', 'travis ci']"
751,(Django) How to run test suite in Travis CI,"['python', 'docker-compose', 'docker', 'travis-ci', 'django', 'travis ci']"
752,How to limit Rails DateTime resolution to microseconds?,"['rspec', 'travis ci', 'datetime', 'ruby-on-rails']"
753,Emulator: ERROR: detected a hanging thread &#39;QEMU1 main loop&#39;. No response for 105001 ms,"['android', 'gitlab', 'docker', 'continuous-integration', 'gitlab-ci', 'travis ci']"
754,How to use mongodb in Django with taking the database flexible structure and queries into consideration?,"['python', 'mongodb', 'continuous integration', 'django', 'pymongo', 'djongo']"
755,QT Application freezes,"['serial-port', 'qtgui', 'opencv', 'continuous integration', 'qt', 'c++']"
756,Build pipeline not triggered on PR to master,"['azure', 'azure-devops', 'continuous integration']"
757,"Interactive heatmap, showing graphs/plots upon each cell intercation","['r', 'shiny', 'continuous integration']"
758,Is it possible to connect between TFS Azure boards to its pipeline continuous integration?,"['azure-boards', 'pipeline', 'azure-devops', 'continuous-integration', 'continuous integration', 'tfs']"
759,How to get status of azure pipeline reflect in bitbucket commit?,"['ios', 'continuous-integration', 'continuous integration', 'bitbucket', 'azure-pipelines']"
760,scale_colour_hue issue getting Error: Discrete value supplied to continuous scale,"['r', 'ggplot2', 'continuous integration']"
761,WebDriverWait times out when run through Continuous Integration,"['continuous', 'continuous integration', 'integration', 'selenium', 'webdriverwait', 'timeout']"
762,How to Codeception and Gitlab CI (Continuous Integration),"['pipeline', 'codeception', 'docker', 'continuous integration', 'gitlab-ci']"
763,Start a scheduled task with a web request,"['akka', 'playframework', 'java', 'scheduled-tasks']"
764,Is Continuous Integration feasible for iOS development?,"['ios', 'continuous-deployment', 'continuous-integration', 'continuous integration', 'apple-developer', 'apple-developer-account']"
765,How integrate Sonarqube on a Project Spring boot for Continuous Integration,"['sonarqube', 'java', 'continuous integration']"
766,iOS - Continuous Integration with Fastlane / Bamboo,"['bamboo', 'fastlane', 'ios', 'continuous-integration', 'continuous integration', 'rhel']"
767,Docker committed image doesn&#39;t retain the changes I make,"['docker-compose', 'dockerfile', 'containers', 'docker', 'continuous integration', 'teamcity']"
768,Azure DevOps Pipeline - To start a VSTS agent interactively from the VSTS job itself for continuous testing,"['azure-devops', 'continuous integration']"
769,Undefined is not a function evaluating expect.toBeDefined,"['jasmine', 'continuous integration', 'karma-jasmine', 'javascript', 'karma-runner', 'angularjs']"
770,How to restrict Play store&#39;s Publishing API based on IP Address?,"['continuous-deployment', 'continuous integration', 'google-play', 'api', 'google-play-developer-api', 'android']"
