s.no,text,stanford_sentiment,stanford_qa
546,"This was great Michael I want to maybe think about using this for my slide deck in the future.
(psst do a talk about the slide deck) lol",negative,unpredcitable
547,"Haha, well it's available on npm (https://www.npmjs.com/package/nge-slides) but it needs some updating and tweaks (so I'm open to PRs)",negative,unpredcitable
548,"Sorry I didn't put this up earlier but if your interested in following along  you can see the project on firebase at :
https://github-clone.firebaseapp.com/

the repository is at my github profile :

https://github.com/chrisksamueljr/cloning-github-User-interfaces",negative,unpredcitable
549,Awesome meetup!,neutral,unpredcitable
550,Here is the link for https://www.beautiful.ai/player/-LfRERSazEmFsg_QLogA,neutral,unpredcitable
551,"For some resources and content I wanted to share:

Todays talks/slides are available here => https://docs.google.com/presentation/d/1n2_MFIfTtca6_lrWfrJGKwQFgnk7nkw-tri84WJo4gM/edit?usp=sharing

The codelabs => 
https://codelabs.developers.google.com/codelabs/first-flutter-app-pt1/index.html
https://codelabs.developers.google.com/codelabs/first-flutter-app-pt2/index.html

The Udacity course for Flutter => https://www.udacity.com/course/build-native-mobile-apps-with-flutter--ud905",negative,unpredcitable
552,"Overall an amazing meetup in terms of venue, food, and amenities! 

I didn't immediately see the connection to html5, but it was a good window into how creating web applications is evolving.

One question for any of the speakers, I guess Colt in particular is, what do you see as the drawbacks for serverless architecture? I mean, it sure seems you are relying a lot on 3rd parties, which granted, are probably just as, or more reliable than your own architecture, but still, it seems a bit tenuous. You don't want yer ship to fall apart, after all. ;)

I sort of have the same question with Firebase, though did get a better feel that the tradeoff for outsourcing security and stability is a little less flexibility (at least how I understood it).",,
553,if anybody is going to event this Saturday from North San Jose then I would like to car pool if space is available.,neutral,Q
554,I look forward to this every year. Thanks so much for keeping the tradition going!!,positive,unpredcitable
555,Thanks to all the great speakers. Amazing performances!,neutral,unpredcitable
556,Great presentations,positive,unpredcitable
557,"thanks Peter, Vanessa, all the speakers and all the contributors for another fun and thoroughly enriching program",positive,unpredcitable
558,what a meetup. thanks for that guys.,neutral,unpredcitable
559,awesome!,positive,unpredcitable
560,Grrreatttt! Yarrrr,neutral,unpredcitable
561,Great topics! Very funny!,positive,unpredcitable
562,Great talks with entertaining content!,positive,unpredcitable
563,Very entertaining and informative!,positive,unpredcitable
564,"Best event ever!! So sorry,  can't make tonight 😥",positive,unpredcitable
565,Oh boy... sounds like Captain Colt is back at it. ;),neutral,unpredcitable
566,It was fun. http://tom-jaeschke.blogspot.com/2017/08/i-saw-matt-gaunt-give-talk-on-web-push.html,positive,unpredcitable
567,"Great, but I would have liked to see other speakers on the topic, especially around progressive web apps on mobile.",positive,unpredcitable
568,Does anyone know if the slides are posted anywhere? I thought his walkthrough was really useful with the visuals.,unpredcitable,Q
569,I would like the slides too. Very nice talk.,neutral,unpredcitable
570,"Hi everyone, the recording of Matt's talk is here: https://youtu.be/lteJlP3Xbt4.",neutral,unpredcitable
571,They will be up here: https://gauntface.github.io/presentations/2017/sfhtml5/ although I need to load some polyfillls to get them working on Firefox (please bare with new in that),neutral,unpredcitable
572,"Nice talk. If you didn't catch the address for his book, it's at https://web-push-book.gauntface.com/",positive,unpredcitable
573,"Hi Mark - these are all great questions, but this group is not correct the forum to get into this discussion.  However I would love to talk to you about it. I see you RSVP'd for our upcoming meetup on Sept 2nd. Maybe we can chat then, or drop me an email and we can arrange to meet or jump on a call.",negative,unpredcitable
574,"Hi all - in case you haven't already signed up for the 1-day Firebase Hackathon at DevFestNYC on Dec 4 - please do so now http://bit.ly/appfestNY-cfp-2017


We have just about 10-15 spots left to fill and I want to give the community a chance to fill them before we open it up to everyone via DevFest publicity",neutral,unpredcitable
575,"Great talk. Nice guy, knew his stuff.",positive,unpredcitable
576,"The talks from tonight’s event are live on YouTube. Check it out and subscribe to the SFHTML5 YouTube channel!

https://www.youtube.com/playlist?list=PLUj8-Hhrb-a1G8P3O4xrIM8zzPaZQOaYE",negative,unpredcitable
577,"Thank you, Mike",neutral,unpredcitable
578,Loved the event tonight!  Thank you!,positive,unpredcitable
579,If it's not posted then nothing is scheduled,negative,Q
580,"Hi All,

I will be in SFO on 1, 2,3 september, is there any event happening during those days?",negative,Q
581,Great and inspirational; I was moved by the altruistic start-ups presented at the event.,positive,unpredcitable
582,This was a great chance for non-profits to share their visions and give beginners the opportunity to get some valuable field experience!,positive,unpredcitable
583,"Thanks for attending, everyone! The recordings are available here: https://www.youtube.com/playlist?list=PLUj8-Hhrb-a2-F7FMfPbFa_-KFRRE7Njp. Enjoy!",positive,Q
584,"Bill here from Google's Mobile Web Specialist certification team! Interested in participating in our upcoming beta after hearing Meg and I excitedly talk about it last week? 

You can now follow the link below to apply for the beta! Certification testers get a free certification if they pass the exam or a free voucher to retake it.  Thanks everyone!

https://services.google.com/fb/forms/certificationexamtester/",unpredcitable,Q
585,"Thanks to Vanessa and Peter and @SFHTML5 for another terrific event, and for your great raffle, too!",positive,unpredcitable
586,+1,neutral,unpredcitable
587,Excellent talks - including the lightning talks!,positive,unpredcitable
588,"The talks from tonight’s event are live on YouTube. Check it out and subscribe to the SFHTML5 YouTube channel!

https://www.youtube.com/playlist?list=PLUj8-Hhrb-a13Tmr177jC1X345vIPrh3a",negative,unpredcitable
589,WOW So fast now!  thanks,positive,unpredcitable
590,"Thanks, Mike!",positive,unpredcitable
591,"Nice job, Mike. Thanks so much!",positive,unpredcitable
592,"Very relevant topic, presenters very knowledgeable.",positive,unpredcitable
593,Awesome speakers and event!,positive,unpredcitable
594,"Hi,  will this be recorded? If not can I bring my camcorder to record? Thanks.",neutral,Q
595,They record and publish at https://docs.google.com/spreadsheets/d/1DxqVumR3pppgMQNQ42iu8XeYaeLpc95XNVAlipza1lw/htmlview,neutral,unpredcitable
596,"The presentations are recorded and, in addition to the spreadsheet Ferran mentioned, they will posted on SFHTML5's Youtube channel (https://www.youtube.com/user/sfhtml5)  a day or two after the event",negative,unpredcitable
597,"This says it's in the classroom. That's 007, yeah? Won't that be a tight fit if 45 people actually show up?",neutral,Q
598,Generally we get about 50% turnout rate as Marius reminded me. There are not other events going on at the same time scheduled so we should be able to use available space as needed.,negative,unpredcitable
599,That's fair. Thanks!,positive,unpredcitable
600,:),neutral,unpredcitable
601,SUPER EXCITE :D,neutral,unpredcitable
602,So. Many. Hugs.,neutral,unpredcitable
603,"Hey, How can I purchase multiple tickets? I am bringing 5-6 people with me, do I need to purchase it separately??",neutral,Q
604,"Hi Achint, each person needs to register with SFHTML5 and RSVP. Thanks!",negative,unpredcitable
605,Contact the organizers via email. You'll get a quicker answer that way,neutral,unpredcitable
606,The complete playlist is now on YouTube at https://bit.ly/beyond-static-sites,negative,unpredcitable
607,Awesome!,positive,unpredcitable
608,HTML5 Meetup never let me down.  Thanks Vanessa and Peter for hosting this great Meetup!,negative,unpredcitable
609,"Brilliant speakers, really interesting topics!",positive,unpredcitable
610,"Thanks for having us!

For more info on Code for Good Week you can follow:
https://twitter.com/CodeForGoodWeek
The deadline for projects is Monday, May 15th!

Here's the link for my slides:
https://slides.com/verythorough/post-monolithic-cms

I also forgot to mention one of my other passions: web accessibility. Next Thursday is Global Accessibility Awareness Day, and Tuesday's JAMstack SF meetup is taking an a11y theme. I hope you can join us!
https://www.meetup.com/jamstack-sf/events/239577043/",negative,unpredcitable
611,I also just remembered my favorite pirate joke:,negative,Q
612,"What did the pirate say on his 80th birthday?

Aye matey!
(You've gotta say it to get it...) XD",unpredcitable,Q
613,Opened my eyes to JamStack,neutral,unpredcitable
614,"Prior to the talks, I hadn't given much consideration to static sites. This presentation changed my mind. Great job.",positive,unpredcitable
615,Fabulous.,neutral,unpredcitable
616,"Knowledgeable people at a fabulous quality venue. My first Meetup was a month ago in a different city, similarly qualitastic venue there. Both involving bridges.",positive,unpredcitable
617,"(Sydney Harbour Bridge, and SF Bay Bridge)",negative,unpredcitable
