s.no,text,labelled_sentiment,stanford_sentiment,stanford_qa
1163,#Google has finally unveiled the much awaited #Android OS Ice Cream Sandwich & it sure looks good! http://t.co/sNL38EM1,positive,positive,unpredcitable
1164,#google Finally!! All searches for logged in users will be on https! http://t.co/RaUeRrtF,positive,neutral,unpredcitable
1165,#RIM should really take an in debt look at #Google's strategy... They released the #NDK for #Icecreamsandwich 3 HOURS after release. #ics,positive,neutral,unpredcitable
1166,RT @vattam: Man! I've fallen in love with Galaxy Nexus! #google #samsung #galaxynexus #android,positive,negative,unpredcitable
1167,When in doubt... #Google it!!!,positive,neutral,unpredcitable
1168,[GReader Share] Five Reasons Why Google is Winning the War in Photosharing  http://t.co/coQCLb9R - #photography #fotografia #google+,positive,negative,unpredcitable
1169,"RT @Assim99: Dear #Google, I want the Galaxy Nexus NOW. Please send it to me by email or something - I know you have the technology",positive,negative,unpredcitable
1170,RT @shagorikah: Telegraph reports that the biggest threat to #facebook is its power users have shifted to #twitter or #google+ http://t. ...,positive,neutral,unpredcitable
1171,Sorry #Apple #Google and #Samsung just made you look bad. #Android is king,positive,negative,unpredcitable
1172,Telegraph reports that the biggest threat to #facebook is its power users have shifted to #twitter or #google+ http://t.co/JHdTYKCV,positive,neutral,unpredcitable
1173,#Facebook power users 'have gone to #Google+ and #Twitter' - Telegraph http://t.co/vwCiOv1f Who are they? #socialmedia,positive,neutral,Q
1174,"Not impressed much with the new Android update. But good signs: a readable font, emphasis on design, and less nerdiness. #google",positive,neutral,unpredcitable
1175,"Video: #Google wallet, see the wow effect http://t.co/mcW78VtG",positive,positive,unpredcitable
1176,When I'm about to tweet something and I cant remember how to spell I go straight to #Google,positive,neutral,Q
1177,"Dear #Google, I want the Galaxy Nexus NOW. Please send it to me by email or something - I know you have the technology",positive,negative,unpredcitable
1178,#GOOGLE #ANDROID 4.0 out ;-) Available with #SAMSUNG nexus!,positive,neutral,unpredcitable
1179,"Maybe not the most efficient way to browse, but fun: #Google releases an Infinite Digital Bookcase http://t.co/X1qzeX7f by @MeghanKel",positive,negative,unpredcitable
1180,@jowyang it's difficult to pass up #google+ considering the social seo benefits of google+ vs facebook,positive,negative,unpredcitable
1181,Ice Cream Sandwich to stop carriers bullying smartphone users #google #android http://t.co/BZNy74Nn,positive,negative,unpredcitable
1182,"I agree with @wellis68 that the ""Hangouts"" on #Google+ are friggin' awesome!”",positive,neutral,unpredcitable
1183,http://t.co/Pl4ZeEvH - Ice Cream Sandwich to stop carriers bullying smartphone users #google #android http://t.co/BgKiMGJF,positive,negative,unpredcitable
1184,#google #galaxynexus #icecream great,positive,neutral,unpredcitable
1185,The next #Google #Nexus phone is here!!. http://t.co/edSwoXoC,positive,neutral,unpredcitable
1186,Google Earth Helps Locate Salmonella Hotspots http://t.co/mcz9RSDf #google,positive,negative,unpredcitable
1187,#ThingsWeAllHate that person that acts like they know every fucking thing bitch you not #Google,positive,negative,Q
1188,#samsung galaxy nexus = orbital laser. #apple iphone 4s = wooden stick #google,positive,negative,unpredcitable
1189,/want http://t.co/srbm3V0K #Google #Nexus #Samsung #Galaxy,positive,neutral,unpredcitable
1190,Ice Cream Sandwich u r really delicious Can ditch iPhone for u that's for sure. #Google launches #Android4 aka #IceCreamSandwich :),positive,negative,unpredcitable
1191,#google+ (: lovin it,positive,neutral,unpredcitable
1192,"""Samsung and Google have closely collaborated to push the mobile experience forward. We are pleased to ... http://t.co/ecT8fYIA #Google+",positive,positive,unpredcitable
1193,RT @RoycinD: FINALLY ! Power + Volume = Screenshot. No more rooting required! #Google #ICS #galaxynexus,positive,negative,unpredcitable
1194,I want the new #google #galaxynexus. Android 4.0 is going to be the fucks,positive,neutral,unpredcitable
1195,#Google #Nexus press conference http://t.co/2WV01o5v #slick,positive,neutral,unpredcitable
1196,S/O to #google for getting me through high school and college....you are appreciated,positive,negative,unpredcitable
1197,iScream u scream v all scream #android #IceCreamSandwich. A job well done by #google and a major game changer in the #mobile #OS space,positive,,
1198,"@immad_immad #google, always thinking ahead",positive,neutral,unpredcitable
1199,@VentureBeat I like the #google virtual bookcase thank you for sharing,positive,positive,unpredcitable
1200,"#Google's #IceCreamSandwich was revealed. I'm getting an #Android whenever I get a new phone, but I'm keeping my #iPhone for now.",positive,negative,unpredcitable
1201,"#Android #Google Ice Cream Sandwich Feature Closer Look - Roboto Type Face Is ""A Pleasure"" To Read http://t.co/DJsp2G5B #DhilipSiva",positive,positive,unpredcitable
1202,Fantastic work from #Samsung and #Google on the #GalaxyNexus superphone and the new #Android #ICS. Very impressive.,positive,neutral,unpredcitable
1203,... I think I should work for #MelaleucaTheWellnessCompany ... Probably the best company to work for .. oh and #Google,positive,positive,unpredcitable
1204,i love #google,positive,neutral,unpredcitable
1205,Can't wait for Ice Cream Sandwich. http://t.co/RtDzjq2U #android #google,positive,neutral,unpredcitable
1206,"i need a hookup, stop teasing me #google http://t.co/07YR58wL i want the new #nexus",positive,negative,unpredcitable
1207,"well.....#google's #icecreamsandwich and new accompanying phone are, as usual, neat, but nothing ground-breaking",positive,negative,Q
1208,#Android #Google Device Frame Generator Updated For Galaxy Nexus - Your Screenshots Just Got Prettier http://t.co/9bWt2W6z #DhilipSiva,positive,negative,unpredcitable
1209,"Mmm... #SmarterPhone RT @Android: Introducing Ice Cream Sandwich, the delicious new version of Android: http://t.co/AXl2K1Gs #ICS #google",positive,positive,unpredcitable
1210,So so excited for all of the new Android features! Awesomeness :) #Android #ICS #Google #GalaxyNexus,positive,positive,unpredcitable
1211,#IceCreamSandwich went way and beyond what I expected. Can't wait to get it on my Nexus to play with! #Google,positive,negative,unpredcitable
1212,"Check this video out -- Introducing Galaxy Nexus. Simple, beautiful, beyond smart http://t.co/fiTI6ZIA 透過 @youtube #android #nexus #google",positive,positive,unpredcitable
1213,"Cream on the inside, clean on the outside. Ice Cream phone job. #Google",positive,positive,unpredcitable
1214,#Google+  great for small businesses? I think so. The platform has some really beneficial features. Thoughts? http://t.co/FytcyEG2,positive,unpredcitable,Q
1215,RT @Mr_Lister: Loves the new presentations tool for Google Docs - particularly themes and adding video via URL #google #sd33 #edchat #ed ...,positive,positive,unpredcitable
1216,brilliant WebGL Bookcase #google http://t.co/CR3A6k9U,positive,positive,unpredcitable
1217,#Google's like my wife - searches things for me and completes my sentences.,positive,neutral,unpredcitable
1218,"#Android 4.0 Ice Cream: Introducing Galaxy Nexus. Simple, beautiful, beyond smart http://t.co/vUWgyx3N #Google",positive,positive,unpredcitable
1219,http://t.co/Izh7KaiU #google #nexus #prime &lt;3 #android,positive,neutral,unpredcitable
1220,Interesting bookcase..RT @VentureBeat: #Google releases an Infinite Digital Bookcase http://t.co/urxJixCe by @MeghanKel,positive,positive,unpredcitable
1221,#google is my bff rite about now!,positive,neutral,unpredcitable
1222,have to finish faster the only way is to google it!!!! #google :D,positive,negative,unpredcitable
1223,Good to see #Google finally turning their focus on user experience. http://t.co/AYhOKgo8 #IceCreamSandwich #Android,positive,positive,unpredcitable
1224,"ICS looks awesome, please let me have it on my phone!  #android #google #motorola",positive,positive,unpredcitable
1225,Iphone 4s almost had me ... ALMOST !! Ice Cream Sandwich FTW !! http://t.co/p32Ehduq #android #google,positive,negative,unpredcitable
1226,RT @Sarahhhhh112: @_xmas_carroll Yeah I got #skype and #google+ and #twitter so who needs facebook?,positive,negative,Q
1227,There you go - according to http://t.co/4Y8aS4zz #Google+ is builtin to the OS/Nexus line? Smart move :),positive,unpredcitable,Q
1228,"Oh yes, and now - The Android Beam! Alright, I made the right decision to be on Team #Google, Team #Android!",positive,neutral,unpredcitable
1229,I just add my profile on the #Google+ WebGL Globe project. Add yours ! http://t.co/UWeYalKb via @AddThis,positive,negative,unpredcitable
1230,Thanks Android for admitting you're ugly. New font is a good start! #ics #google,positive,positive,unpredcitable
1231,Ice Cream Sandwich's Face Unlock really works! http://t.co/2SjN2BzZ #icecreamsandwich #google #galaxynexus,positive,positive,unpredcitable
1232,I'm so ready for Ice Cream Sandwich! #ICS #Nexus #Google #Android #SiriWho? http://t.co/Cjonncvk @GetGlue #Android,positive,neutral,unpredcitable
1233,Mmmm Ice Cream Sandwich #Android #Google,positive,neutral,unpredcitable
1234,"Just seen a taste of #Google's ice cream sandwich, now I want a bite",positive,negative,unpredcitable
1235,Probably the best #IceCreamSandwich (yet)! #Samsung and #Google's event live blog by @engadget! Why haven't I switched to #Android again?,positive,positive,Q
1236,RT @YashasJoshi: #android 4.0!!  Ice Cream Sandwich will now make all other smartphone operating systems look outdated.  #Androidbeam Wo ...,positive,negative,unpredcitable
1237,"Instant photo sharing and the people app are what's best in Ice Cream Sandwich, IMO. #google #ics",positive,positive,unpredcitable
1238,The new android #Nexus phone makes the #iPhone look like a cheap toy at dollar store! #tcot #android #google #RealEstate @Burkepatch,positive,negative,unpredcitable
1239,Sweet Ice Cream Sandwich RT @Pocketlint Google Android 4.0 Ice Cream Sandwich officially detailed #google #ics http://t.co/iUY0DF5S,positive,positive,unpredcitable
1240,"""@SamsungMobileCA: Raise your hand if you now want an #Android4 #IceCreamSandwich powered #GALAXYNexus phone! #Google #Samsung""-I do!",positive,neutral,unpredcitable
1241,"Siri, which #Android device should I replace my #iPhone with? #Apple vs. #Google",positive,neutral,Q
1242,The new Google Nexus page is live! - http://t.co/zrqoeWxI #nexus #google #android #icecreamsandwich,positive,neutral,unpredcitable
1243,I'm most excited about Android beam & face detection unlock for Android ICS. #AndroidBeam #Google #IceCreamSandwich,positive,negative,unpredcitable
1244,Are you using #Google+ and #Linkedin yet? These are essential tools to get your company and/or you on the FIRST page of Google. Contact...,positive,neutral,Q
1245,"RT @SebasCoulombe: Thanks to Samsung and Google, I'm now craving for some Ice Cream Sandwich !  #IceCreamSandwich #Google #Samsung",positive,negative,unpredcitable
1246,"Introducing Galaxy Nexus. Simple, beautiful, beyond smart http://t.co/qaMj3MeR #android #ICS #google #samsung",positive,positive,unpredcitable
1247,So glad #Google adopted a design philosophy for #Android 4.0 a.k.a It shows soooo much! This is the polish I've been waiting for!,positive,negative,unpredcitable
1248,Thoughts on Android 4.0 #ICS? Excited to play with the new features. #android #google,positive,positive,unpredcitable
1249,Register now for your Galaxy Nexus :) http://t.co/37WkIoXC #Android #Google,positive,neutral,unpredcitable
1250,Wow! RT @dalmaer: WebGL infinite bookcase UI http://t.co/aijYsfHO #google,positive,positive,unpredcitable
1251,#Google + #Samsung = Perfect #Icecream sandwich #GalaxyNexus,positive,positive,unpredcitable
1252,"Thanks to Samsung and Google, I'm now craving for some Ice Cream Sandwich !  #IceCreamSandwich #Google #Samsung",positive,negative,unpredcitable
1253,Loved the Google release of Android OS 4.0 Ice Cream Sandwich! #Samsung #Android #Google #IceCreamSandwich #amazing!,positive,neutral,unpredcitable
1254,"Google ICS looks awesome, can't wait til it gets ported over to my evo, face unlock?! ... #android #google",positive,negative,Q
1255,"#ICS is Sick, good work #google team",positive,neutral,unpredcitable
1256,"I gotta say, Google's got some pretty catchy advertisements for Android and Chrome. #google #android",positive,,
1257,@jessecablek I want it too. Now just wondering who will be carrying it in November. Or direct purchase from #google / #samsung,positive,,
1258,#Google's #Nexus really i wanna it now #Awesome,positive,negative,unpredcitable
1259,"Well the event is now over, time to change my pants #Google #Android #Samsung #Jizz",positive,positive,unpredcitable
1260,"I'm an iOs user but the #ICS is awesome, great job #google",positive,positive,Q
1261,Oh yeah I'm in I want one now #Google really did a great job #ICS,positive,positive,unpredcitable
1262,RT @ThatTechGuy92: LITERALLY HAD MY MIND BLOWN AWAY JUST NOW!!!!! #Google #Samsung,positive,neutral,unpredcitable
1263,"@BrandonMiniman @Jaime_Rivera I'm an iOs user but the #ICS is awesome, great job #google",positive,positive,unpredcitable
1264,#google + #motorola + #verizon = perfect combination! &lt;3,positive,positive,unpredcitable
1265,Loved the introduction of the Google Galaxy Nexus & Ice Cream Sandwich. Really looking forward to my new phone #android #ics #nexus #google,positive,positive,unpredcitable
1266,"GO, GO, GO Ice Cream Sandwich developers! #Android SDK r14 is LIVE @ http://t.co/OeUrmtLX! #Google",positive,neutral,unpredcitable
1267,#android 4.0!!  Ice Cream Sandwich will now make all other smartphone operating systems look outdated.  #Androidbeam Wowww..  #google,positive,negative,unpredcitable
1268,Galaxy Nexus = #Google #Android #Samsung - the dream team! :) http://t.co/R5juJSBr,positive,positive,unpredcitable
1269,yumyumyum...I want Ice Cream Sandwich... #google #android,positive,neutral,unpredcitable
1270,Soon. Getting ready for the party. #google #android #icecreamsandwich http://t.co/eZjCzLt6,positive,neutral,unpredcitable
1271,RT @SamsungMobileCA: Raise your hand if you now want an #Android4 #IceCreamSandwich powered #GALAXYNexus phone! #Google #Samsung,positive,neutral,unpredcitable
1272,All this talk about about how good #icecreamsandwich looks is making me hungry #google #omnomnomnom,positive,positive,unpredcitable
1273,O. M. G. #Google is nuts with #ICS and this new phone!,positive,negative,unpredcitable
1274,iPhone users find the nearest trash for your device it's the correct place ! #Android #Apple #Google #iPhone,positive,negative,unpredcitable
1275,"#Google / #Samsung #Galaxy #Nexus #ICS press release is now done, I'll go back to my regular tweeting intervals now :) I WANT IT!",positive,neutral,unpredcitable
1276,Raise your hand if you now want an #Android4 #IceCreamSandwich powered #GALAXYNexus phone! #Google #Samsung,positive,neutral,unpredcitable
1277,Ready for some Ice Cream Sandwich! #google #android,positive,neutral,unpredcitable
1278,"Alright, well #Apple just got its ass kicked in the face by #Google so hard with its new Googles #Nexus phone. It will be brilliant.",positive,positive,unpredcitable
1279,LITERALLY HAD MY MIND BLOWN AWAY JUST NOW!!!!! #Google #Samsung,positive,neutral,unpredcitable
1280,What I think about #AndroidIceCreamSandwich ? Thats the most delicious piece of sandwich ever. Get me it real fast #GOOGLE !,positive,positive,Q
